date,r_fighter,b_fighter,weight_class,,,,,,,,,,,,,,,
5/22/2021,Jack Hermansson,Edmen Shahbazyan,Middleweight,,,,,,,,,,,,,,,
5/22/2021,Ben Rothwell,Chris Barnett,Heavyweight,,,,,,,,,,,,,,,
5/22/2021,Court McGee,Claudio Silva,Welterweight,,,,,,,,,,,,,,,
5/22/2021,Bruno Silva,Victor Rodriguez,Flyweight,,,,,,,,,,,,,,,
5/22/2021,Josh Culibao,Shayilan Nuerdanbieke,Featherweight,,,,,,,,,,,,,,,
5/22/2021,David Dvorak,Juancamilo Ronderos,Flyweight,,,,,,,,,,,,,,,
5/22/2021,Damir Ismagulov,Rafael Alves,Lightweight,,,,,,,,,,,,,,,
5/15/2021,Charles Oliveira,Michael Chandler,Lightweight,,,,,,,,,,,,,,,
5/15/2021,Beneil Dariush,Tony Ferguson,Lightweight,,,,,,,,,,,,,,,
5/15/2021,Katlyn Cerminara,Viviane Araujo,Women's Flyweight,,,,,,,,,,,,,,,
5/15/2021,Edson Barboza,Shane Burgos,Featherweight,,,,,,,,,,,,,,,
5/15/2021,Andre Muniz,Jacare Souza,Middleweight,,,,,,,,,,,,,,,
5/15/2021,Lando Vannata,Mike Grundy,Featherweight,,,,,,,,,,,,,,,
5/15/2021,Jordan Wright,Jamie Pickett,Middleweight,,,,,,,,,,,,,,,
5/15/2021,Andrea Lee,Antonina Shevchenko,Women's Flyweight,,,,,,,,,,,,,,,
5/15/2021,Priscila Cachoeira,Gina Mazany,Women's Flyweight,,,,,,,,,,,,,,,
5/15/2021,Tucker Lutz,Kevin Aguilar,Featherweight,,,,,,,,,,,,,,,
5/15/2021,Christos Giagos,Sean Soriano,Lightweight,,,,,,,,,,,,,,,
5/8/2021,Marina Rodriguez,Michelle Waterson-Gomez,Women's Flyweight,,,,,,,,,,,,,,,
5/8/2021,Alex Morono,Donald Cerrone,Welterweight,,,,,,,,,,,,,,,
5/8/2021,Neil Magny,Geoff Neal,Welterweight,,,,,,,,,,,,,,,
5/8/2021,Marcos Rogerio de Lima,Maurice Greene,Heavyweight,,,,,,,,,,,,,,,
5/8/2021,Gregor Gillespie,Diego Ferreira,Lightweight,,,,,,,,,,,,,,,
5/8/2021,Phil Hawes,Kyle Daukaus,Middleweight,,,,,,,,,,,,,,,
5/8/2021,Michael Trizano,Ludovit Klein,Featherweight,,,,,,,,,,,,,,,
5/8/2021,JunYong Park,Tafon Nchukwi,Middleweight,,,,,,,,,,,,,,,
5/8/2021,Carlston Harris,Christian Aguilera,Welterweight,,,,,,,,,,,,,,,
5/1/2021,Jiri Prochazka,Dominick Reyes,Light Heavyweight,,,,,,,,,,,,,,,
5/1/2021,Giga Chikadze,Cub Swanson,Featherweight,,,,,,,,,,,,,,,
5/1/2021,Sean Strickland,Krzysztof Jotko,Middleweight,,,,,,,,,,,,,,,
5/1/2021,Merab Dvalishvili,Cody Stamann,Bantamweight,,,,,,,,,,,,,,,
5/1/2021,Luana Pinheiro,Randa Markos,Women's Strawweight,,,,,,,,,,,,,,,
5/1/2021,TJ Brown,Kai Kamaka,Featherweight,,,,,,,,,,,,,,,
5/1/2021,Luana Carolina,Poliana Botelho,Women's Flyweight,,,,,,,,,,,,,,,
5/1/2021,Loma Lookboonmee,Sam Hughes,Women's Strawweight,,,,,,,,,,,,,,,
5/1/2021,Andreas Michailidis,KB Bhullar,Middleweight,,,,,,,,,,,,,,,
5/1/2021,Felipe Colares,Luke Sanders,Featherweight,,,,,,,,,,,,,,,
5/1/2021,Ion Cutelaba,Dustin Jacoby,Light Heavyweight,,,,,,,,,,,,,,,
4/24/2021,Kamaru Usman,Jorge Masvidal,Welterweight,,,,,,,,,,,,,,,
4/24/2021,Rose Namajunas,Zhang Weili,Women's Strawweight,,,,,,,,,,,,,,,
4/24/2021,Valentina Shevchenko,Jessica Andrade,Women's Flyweight,,,,,,,,,,,,,,,
4/24/2021,Uriah Hall,Chris Weidman,Middleweight,,,,,,,,,,,,,,,
4/24/2021,Anthony Smith,Jimmy Crute,Light Heavyweight,,,,,,,,,,,,,,,
4/24/2021,Randy Brown,Alex Oliveira,Welterweight,,,,,,,,,,,,,,,
4/24/2021,Dwight Grant,Stefan Sekulic,Welterweight,,,,,,,,,,,,,,,
4/24/2021,Brendan Allen,Karl Roberson,Middleweight,,,,,,,,,,,,,,,
4/24/2021,Pat Sabatini,Tristan Connelly,Featherweight,,,,,,,,,,,,,,,
4/24/2021,Batgerel Danaa,Kevin Natividad,Bantamweight,,,,,,,,,,,,,,,
4/24/2021,Kazula Vargas,Rongzhu,Lightweight,,,,,,,,,,,,,,,
4/24/2021,Jeff Molina,Aoriqileng,Flyweight,,,,,,,,,,,,,,,
4/24/2021,Ariane Carnelossi,Liang Na,Women's Strawweight,,,,,,,,,,,,,,,
4/17/2021,Robert Whittaker,Kelvin Gastelum,Middleweight,,,,,,,,,,,,,,,
4/17/2021,Andrei Arlovski,Chase Sherman,Heavyweight,,,,,,,,,,,,,,,
4/17/2021,Jacob Malkoun,Abdul Razak Alhassan,Middleweight,,,,,,,,,,,,,,,
4/17/2021,Tracy Cortez,Justine Kish,Women's Flyweight,,,,,,,,,,,,,,,
4/17/2021,Luis Pena,Alexander Munoz,Lightweight,,,,,,,,,,,,,,,
4/17/2021,Alexandr Romanov,Juan Espino,Heavyweight,,,,,,,,,,,,,,,
4/17/2021,Jessica Penne,Loopy Godinez,Women's Strawweight,,,,,,,,,,,,,,,
4/17/2021,Gerald Meerschaert,Bartosz Fabinski,Middleweight,,,,,,,,,,,,,,,
4/17/2021,Austin Hubbard,Dakota Bush,Lightweight,,,,,,,,,,,,,,,
4/17/2021,Tony Gravely,Anthony Birchak,Bantamweight,,,,,,,,,,,,,,,
4/10/2021,Marvin Vettori,Kevin Holland,Middleweight,,,,,,,,,,,,,,,
4/10/2021,Arnold Allen,Sodiq Yusuff,Featherweight,,,,,,,,,,,,,,,
4/10/2021,Julian Marquez,Sam Alvey,Middleweight,,,,,,,,,,,,,,,
4/10/2021,Mackenzie Dern,Nina Nunes,Women's Strawweight,,,,,,,,,,,,,,,
4/10/2021,Daniel Rodriguez,Mike Perry,Welterweight,,,,,,,,,,,,,,,
4/10/2021,Joe Solecki,Jim Miller,Lightweight,,,,,,,,,,,,,,,
4/10/2021,Mateusz Gamrot,Scott Holtzman,Lightweight,,,,,,,,,,,,,,,
4/10/2021,John Makdessi,Ignacio Bahamondes,Lightweight,,,,,,,,,,,,,,,
4/10/2021,Jarjis Danho,Yorgan De Castro,Heavyweight,,,,,,,,,,,,,,,
4/10/2021,Jack Shore,Hunter Azure,Bantamweight,,,,,,,,,,,,,,,
4/10/2021,Luis Saldana,Jordan Griffin,Featherweight,,,,,,,,,,,,,,,
4/10/2021,Da Woon Jung,William Knight,Light Heavyweight,,,,,,,,,,,,,,,
4/10/2021,Impa Kasanganay,Sasha Palatnikov,Welterweight,,,,,,,,,,,,,,,
3/27/2021,Francis Ngannou,Stipe Miocic,Heavyweight,,,,,,,,,,,,,,,
3/27/2021,Vicente Luque,Tyron Woodley,Welterweight,,,,,,,,,,,,,,,
3/27/2021,Sean O'Malley,Thomas Almeida,Bantamweight,,,,,,,,,,,,,,,
3/27/2021,Miranda Maverick,Gillian Robertson,Women's Flyweight,,,,,,,,,,,,,,,
3/27/2021,Jamie Mullarkey,Khama Worthy,Lightweight,,,,,,,,,,,,,,,
3/27/2021,Alonzo Menifield,Fabio Cherant,Light Heavyweight,,,,,,,,,,,,,,,
3/27/2021,Abubakar Nurmagomedov,Jared Gooden,Welterweight,,,,,,,,,,,,,,,
3/27/2021,Michal Oleksiejczuk,Modestas Bukauskas,Light Heavyweight,,,,,,,,,,,,,,,
3/27/2021,Omar Morales,Shane Young,Featherweight,,,,,,,,,,,,,,,
3/27/2021,Marc-Andre Barriault,Abu Azaitar,Middleweight,,,,,,,,,,,,,,,
3/20/2021,Derek Brunson,Kevin Holland,Middleweight,,,,,,,,,,,,,,,
3/20/2021,Max Griffin,Song Kenan,Welterweight,,,,,,,,,,,,,,,
3/20/2021,Montserrat Conejo Ruiz,Cheyanne Vlismas,Women's Strawweight,,,,,,,,,,,,,,,
3/20/2021,Adrian Yanez,Gustavo Lopez,Bantamweight,,,,,,,,,,,,,,,
3/20/2021,Tai Tuivasa,Harry Hunsucker,Heavyweight,,,,,,,,,,,,,,,
3/20/2021,Macy Chiasson,Marion Reneau,Women's Bantamweight,,,,,,,,,,,,,,,
3/20/2021,Grant Dawson,Leonardo Santos,Lightweight,,,,,,,,,,,,,,,
3/20/2021,Trevin Giles,Roman Dolidze,Middleweight,,,,,,,,,,,,,,,
3/20/2021,Montel Jackson,Jesse Strader,Bantamweight,,,,,,,,,,,,,,,
3/20/2021,Bruno Silva,JP Buys,Flyweight,,,,,,,,,,,,,,,
3/13/2021,Ryan Spann,Misha Cirkunov,Light Heavyweight,,,,,,,,,,,,,,,
3/13/2021,Dan Ige,Gavin Tucker,Featherweight,,,,,,,,,,,,,,,
3/13/2021,Davey Grant,Jonathan Martinez,Bantamweight,,,,,,,,,,,,,,,
3/13/2021,Matheus Nicolau,Manel Kape,Flyweight,,,,,,,,,,,,,,,
3/13/2021,Angela Hill,Ashley Yoder,Women's Strawweight,,,,,,,,,,,,,,,
3/13/2021,Charles Jourdain,Marcelo Rojo,Featherweight,,,,,,,,,,,,,,,
3/13/2021,Rani Yahya,Ray Rodriguez,Bantamweight,,,,,,,,,,,,,,,
3/13/2021,Nasrat Haqparast,Rafa Garcia,Lightweight,,,,,,,,,,,,,,,
3/13/2021,JJ Aldrich,Cortney Casey,Women's Flyweight,,,,,,,,,,,,,,,
3/13/2021,Jinh Yu Frey,Gloria de Paula,Women's Strawweight,,,,,,,,,,,,,,,
3/13/2021,Matthew Semelsberger,Jason Witt,Welterweight,,,,,,,,,,,,,,,
3/6/2021,Jan Blachowicz,Israel Adesanya,Light Heavyweight,,,,,,,,,,,,,,,
3/6/2021,Amanda Nunes,Megan Anderson,Women's Featherweight,,,,,,,,,,,,,,,
3/6/2021,Aljamain Sterling,Petr Yan,Bantamweight,,,,,,,,,,,,,,,
3/6/2021,Islam Makhachev,Drew Dober,Lightweight,,,,,,,,,,,,,,,
3/6/2021,Aleksandar Rakic,Thiago Santos,Light Heavyweight,,,,,,,,,,,,,,,
3/6/2021,Dominick Cruz,Casey Kenney,Bantamweight,,,,,,,,,,,,,,,
3/6/2021,Kyler Phillips,Song Yadong,Bantamweight,,,,,,,,,,,,,,,
3/6/2021,Askar Askarov,Joseph Benavidez,Flyweight,,,,,,,,,,,,,,,
3/6/2021,Kai Kara-France,Rogerio Bontorin,Flyweight,,,,,,,,,,,,,,,
3/6/2021,Tim Elliott,Jordan Espinosa,Flyweight,,,,,,,,,,,,,,,
3/6/2021,Kennedy Nzechukwu,Carlos Ulberg,Light Heavyweight,,,,,,,,,,,,,,,
3/6/2021,Sean Brady,Jake Matthews,Welterweight,,,,,,,,,,,,,,,
3/6/2021,Amanda Lemos,Livinha Souza,Women's Strawweight,,,,,,,,,,,,,,,
3/6/2021,Uros Medic,Aalon Cruz,Lightweight,,,,,,,,,,,,,,,
3/6/2021,Trevin Jones,Mario Bautista,Bantamweight,,,,,,,,,,,,,,,
2/27/2021,Ciryl Gane,Jairzinho Rozenstruik,Heavyweight,,,,,,,,,,,,,,,
2/27/2021,Magomed Ankalaev,Nikita Krylov,Light Heavyweight,,,,,,,,,,,,,,,
2/27/2021,Pedro Munhoz,Jimmie Rivera,Bantamweight,,,,,,,,,,,,,,,
2/27/2021,Alex Caceres,Kevin Croom,Featherweight,,,,,,,,,,,,,,,
2/27/2021,Thiago Moises,Alexander Hernandez,Lightweight,,,,,,,,,,,,,,,
2/27/2021,Alexis Davis,Sabina Mazo,Women's Bantamweight,,,,,,,,,,,,,,,
2/27/2021,Ronnie Lawrence,Vince Cachero,Bantamweight,,,,,,,,,,,,,,,
2/27/2021,Dustin Jacoby,Maxim Grishin,Light Heavyweight,,,,,,,,,,,,,,,
2/27/2021,Montana De La Rosa,Mayra Bueno Silva,Women's Flyweight,,,,,,,,,,,,,,,
2/20/2021,Derrick Lewis,Curtis Blaydes,Heavyweight,,,,,,,,,,,,,,,
2/20/2021,Yana Santos,Ketlen Vieira,Women's Bantamweight,,,,,,,,,,,,,,,
2/20/2021,Darrick Minner,Charles Rosa,Featherweight,,,,,,,,,,,,,,,
2/20/2021,Chris Daukaus,Aleksei Oleinik,Heavyweight,,,,,,,,,,,,,,,
2/20/2021,Phil Hawes,Nassourdine Imavov,Middleweight,,,,,,,,,,,,,,,
2/20/2021,Tom Aspinall,Andrei Arlovski,Heavyweight,,,,,,,,,,,,,,,
2/20/2021,Jared Gordon,Danny Chavez,Featherweight,,,,,,,,,,,,,,,
2/20/2021,John Castaneda,Eddie Wineland,Bantamweight,,,,,,,,,,,,,,,
2/20/2021,Julian Erosa,Nate Landwehr,Featherweight,,,,,,,,,,,,,,,
2/20/2021,Casey O'Neill,Shana Dobson,Women's Flyweight,,,,,,,,,,,,,,,
2/20/2021,Aiemann Zahabi,Drako Rodriguez,Bantamweight,,,,,,,,,,,,,,,
2/20/2021,Serghei Spivac,Jared Vanderaa,Heavyweight,,,,,,,,,,,,,,,
2/13/2021,Kamaru Usman,Gilbert Burns,Welterweight,,,,,,,,,,,,,,,
2/13/2021,Alexa Grasso,Maycee Barber,Women's Flyweight,,,,,,,,,,,,,,,
2/13/2021,Kelvin Gastelum,Ian Heinisch,Middleweight,,,,,,,,,,,,,,,
2/13/2021,Ricky Simon,Brian Kelleher,Featherweight,,,,,,,,,,,,,,,
2/13/2021,Julian Marquez,Maki Pitolo,Middleweight,,,,,,,,,,,,,,,
2/13/2021,Anthony Hernandez,Rodolfo Vieira,Middleweight,,,,,,,,,,,,,,,
2/13/2021,Belal Muhammad,Dhiego Lima,Welterweight,,,,,,,,,,,,,,,
2/13/2021,Polyana Viana,Mallory Martin,Women's Strawweight,,,,,,,,,,,,,,,
2/13/2021,Chris Gutierrez,Andre Ewell,Catch Weight,,,,,,,,,,,,,,,
2/13/2021,Gabe Green,Phil Rowe,Welterweight,,,,,,,,,,,,,,,
2/6/2021,Alexander Volkov,Alistair Overeem,Heavyweight,,,,,,,,,,,,,,,
2/6/2021,Cory Sandhagen,Frankie Edgar,Bantamweight,,,,,,,,,,,,,,,
2/6/2021,Clay Guida,Michael Johnson,Lightweight,,,,,,,,,,,,,,,
2/6/2021,Alexandre Pantoja,Manel Kape,Flyweight,,,,,,,,,,,,,,,
2/6/2021,Beneil Dariush,Diego Ferreira,Lightweight,,,,,,,,,,,,,,,
2/6/2021,Danilo Marques,Mike Rodriguez,Light Heavyweight,,,,,,,,,,,,,,,
2/6/2021,Devonte Smith,Justin Jaynes,Catch Weight,,,,,,,,,,,,,,,
2/6/2021,Karol Rosa,Joselyne Edwards,Women's Bantamweight,,,,,,,,,,,,,,,
2/6/2021,Lara Procopio,Molly McCann,Women's Flyweight,,,,,,,,,,,,,,,
2/6/2021,SeungWoo Choi,Youssef Zalal,Featherweight,,,,,,,,,,,,,,,
2/6/2021,Timur Valiev,Martin Day,Featherweight,,,,,,,,,,,,,,,
2/6/2021,Ode Osbourne,Jerome Rivera,Featherweight,,,,,,,,,,,,,,,
1/23/2021,Dustin Poirier,Conor McGregor,Lightweight,,,,,,,,,,,,,,,
1/23/2021,Michael Chandler,Dan Hooker,Lightweight,,,,,,,,,,,,,,,
1/23/2021,Joanne Wood,Jessica Eye,Women's Flyweight,,,,,,,,,,,,,,,
1/23/2021,Makhmud Muradov,Andrew Sanchez,Middleweight,,,,,,,,,,,,,,,
1/23/2021,Marina Rodriguez,Amanda Ribas,Women's Strawweight,,,,,,,,,,,,,,,
1/23/2021,Arman Tsarukyan,Matt Frevola,Lightweight,,,,,,,,,,,,,,,
1/23/2021,Brad Tavares,Antonio Carlos Junior,Middleweight,,,,,,,,,,,,,,,
1/23/2021,Julianna Pena,Sara McMann,Women's Bantamweight,,,,,,,,,,,,,,,
1/23/2021,Marcin Prachnio,Khalil Rountree Jr.,Light Heavyweight,,,,,,,,,,,,,,,
1/23/2021,Movsar Evloev,Nik Lentz,Catch Weight,,,,,,,,,,,,,,,
1/23/2021,Amir Albazi,Zhalgas Zhumagulov,Flyweight,,,,,,,,,,,,,,,
1/20/2021,Michael Chiesa,Neil Magny,Welterweight,,,,,,,,,,,,,,,
1/20/2021,Warlley Alves,Mounir Lazzez,Welterweight,,,,,,,,,,,,,,,
1/20/2021,Ike Villanueva,Vinicius Moreira,Light Heavyweight,,,,,,,,,,,,,,,
1/20/2021,Viviane Araujo,Roxanne Modafferi,Women's Flyweight,,,,,,,,,,,,,,,
1/20/2021,Matt Schnell,Tyson Nam,Flyweight,,,,,,,,,,,,,,,
1/20/2021,Lerone Murphy,Douglas Silva de Andrade,Featherweight,,,,,,,,,,,,,,,
1/20/2021,Omari Akhmedov,Tom Breese,Middleweight,,,,,,,,,,,,,,,
1/20/2021,Ricky Simon,Gaetano Pirrello,Bantamweight,,,,,,,,,,,,,,,
1/20/2021,Sumudaerji,Zarrukh Adashev,Flyweight,,,,,,,,,,,,,,,
1/20/2021,Dalcha Lungiambula,Markus Perez,Middleweight,,,,,,,,,,,,,,,
1/20/2021,Francisco Figueiredo,Jerome Rivera,Flyweight,,,,,,,,,,,,,,,
1/20/2021,Mike Davis,Mason Jones,Lightweight,,,,,,,,,,,,,,,
1/20/2021,Umar Nurmagomedov,Sergey Morozov,Bantamweight,,,,,,,,,,,,,,,
1/20/2021,Manon Fiorot,Victoria Leonardo,Women's Flyweight,,,,,,,,,,,,,,,
1/16/2021,Max Holloway,Calvin Kattar,Featherweight,,,,,,,,,,,,,,,
1/16/2021,Carlos Condit,Matt Brown,Welterweight,,,,,,,,,,,,,,,
1/16/2021,Li Jingliang,Santiago Ponzinibbio,Welterweight,,,,,,,,,,,,,,,
1/16/2021,Alessio Di Chirico,Joaquin Buckley,Middleweight,,,,,,,,,,,,,,,
1/16/2021,Punahele Soriano,Dusko Todorovic,Middleweight,,,,,,,,,,,,,,,
1/16/2021,Joselyne Edwards,Wu Yanan,Women's Bantamweight,,,,,,,,,,,,,,,
1/16/2021,Carlos Felipe,Justin Tafa,Heavyweight,,,,,,,,,,,,,,,
1/16/2021,Ramazan Emeev,David Zawada,Welterweight,,,,,,,,,,,,,,,
1/16/2021,Vanessa Melo,Sarah Moras,Women's Bantamweight,,,,,,,,,,,,,,,
1/16/2021,Austin Lingo,Jacob Kilburn,Featherweight,,,,,,,,,,,,,,,
12/19/2020,Stephen Thompson,Geoff Neal,Welterweight,,,,,,,,,,,,,,,
12/19/2020,Jose Aldo,Marlon Vera,Bantamweight,,,,,,,,,,,,,,,
12/19/2020,Michel Pereira,Khaos Williams,Welterweight,,,,,,,,,,,,,,,
12/19/2020,Rob Font,Marlon Moraes,Bantamweight,,,,,,,,,,,,,,,
12/19/2020,Marcin Tybura,Greg Hardy,Heavyweight,,,,,,,,,,,,,,,
12/19/2020,Anthony Pettis,Alex Morono,Welterweight,,,,,,,,,,,,,,,
12/19/2020,Pannie Kianzad,Sijara Eubanks,Women's Bantamweight,,,,,,,,,,,,,,,
12/19/2020,Deron Winn,Antonio Arroyo,Catch Weight,,,,,,,,,,,,,,,
12/19/2020,Taila Santos,Gillian Robertson,Women's Flyweight,,,,,,,,,,,,,,,
12/19/2020,Tafon Nchukwi,Jamie Pickett,Middleweight,,,,,,,,,,,,,,,
12/19/2020,Jimmy Flick,Cody Durden,Flyweight,,,,,,,,,,,,,,,
12/19/2020,Christos Giagos,Carlton Minus,Catch Weight,,,,,,,,,,,,,,,
12/12/2020,Charles Oliveira,Tony Ferguson,Lightweight,,,,,,,,,,,,,,,
12/12/2020,Mackenzie Dern,Virna Jandiroba,Women's Strawweight,,,,,,,,,,,,,,,
12/12/2020,Kevin Holland,Jacare Souza,Middleweight,,,,,,,,,,,,,,,
12/12/2020,Ciryl Gane,Junior Dos Santos,Heavyweight,,,,,,,,,,,,,,,
12/12/2020,Cub Swanson,Daniel Pineda,Featherweight,,,,,,,,,,,,,,,
12/12/2020,Rafael Fiziev,Renato Moicano,Lightweight,,,,,,,,,,,,,,,
12/12/2020,Gavin Tucker,Billy Quarantillo,Featherweight,,,,,,,,,,,,,,,
12/12/2020,Tecia Torres,Sam Hughes,Women's Strawweight,,,,,,,,,,,,,,,
12/12/2020,Chase Hooper,Peter Barrett,Featherweight,,,,,,,,,,,,,,,
12/12/2020,Deiveson Figueiredo,Brandon Moreno,Flyweight,,,,,,,,,,,,,,,
12/5/2020,Marvin Vettori,Jack Hermansson,Middleweight,,,,,,,,,,,,,,,
12/5/2020,Jamahal Hill,Ovince Saint Preux,Light Heavyweight,,,,,,,,,,,,,,,
12/5/2020,Gabriel Benitez,Justin Jaynes,Lightweight,,,,,,,,,,,,,,,
12/5/2020,Roman Dolidze,John Allan,Light Heavyweight,,,,,,,,,,,,,,,
12/5/2020,Jordan Leavitt,Matt Wiman,Lightweight,,,,,,,,,,,,,,,
12/5/2020,Louis Smolka,Jose Quinonez,Bantamweight,,,,,,,,,,,,,,,
12/5/2020,Ilia Topuria,Damon Jackson,Featherweight,,,,,,,,,,,,,,,
12/5/2020,Jake Collier,Gian Villante,Heavyweight,,,,,,,,,,,,,,,
11/28/2020,Anthony Smith,Devin Clark,Light Heavyweight,,,,,,,,,,,,,,,
11/28/2020,Miguel Baeza,Takashi Sato,Welterweight,,,,,,,,,,,,,,,
11/28/2020,Parker Porter,Josh Parisian,Heavyweight,,,,,,,,,,,,,,,
11/28/2020,Bill Algeo,Spike Carlyle,Featherweight,,,,,,,,,,,,,,,
11/28/2020,Norma Dumont,Ashlee Evans-Smith,Women's Bantamweight,,,,,,,,,,,,,,,
11/28/2020,Jonathan Pearce,Kai Kamaka,Featherweight,,,,,,,,,,,,,,,
11/28/2020,Anderson Dos Santos,Martin Day,Bantamweight,,,,,,,,,,,,,,,
11/28/2020,Gina Mazany,Rachael Ostovich,Women's Flyweight,,,,,,,,,,,,,,,
11/28/2020,Sumudaerji,Malcolm Gordon,Flyweight,,,,,,,,,,,,,,,
11/28/2020,Nate Maness,Luke Sanders,Catch Weight,,,,,,,,,,,,,,,
11/21/2020,Deiveson Figueiredo,Alex Perez,Flyweight,,,,,,,,,,,,,,,
11/21/2020,Valentina Shevchenko,Jennifer Maia,Women's Flyweight,,,,,,,,,,,,,,,
11/21/2020,Tim Means,Mike Perry,Welterweight,,,,,,,,,,,,,,,
11/21/2020,Katlyn Cerminara,Cynthia Calvillo,Women's Flyweight,,,,,,,,,,,,,,,
11/21/2020,Paul Craig,Mauricio Rua,Light Heavyweight,,,,,,,,,,,,,,,
11/21/2020,Brandon Moreno,Brandon Royval,Flyweight,,,,,,,,,,,,,,,
11/21/2020,Joaquin Buckley,Jordan Wright,Middleweight,,,,,,,,,,,,,,,
11/21/2020,Antonina Shevchenko,Ariane Lipski,Women's Flyweight,,,,,,,,,,,,,,,
11/21/2020,Nicolas Dalby,Daniel Rodriguez,Welterweight,,,,,,,,,,,,,,,
11/21/2020,Alan Jouban,Jared Gooden,Welterweight,,,,,,,,,,,,,,,
11/21/2020,Kyle Daukaus,Dustin Stoltzfus,Middleweight,,,,,,,,,,,,,,,
11/21/2020,Sasha Palatnikov,Louis Cosce,Welterweight,,,,,,,,,,,,,,,
11/14/2020,Rafael Dos Anjos,Paul Felder,Lightweight,,,,,,,,,,,,,,,
11/14/2020,Khaos Williams,Abdul Razak Alhassan,Welterweight,,,,,,,,,,,,,,,
11/14/2020,Ashley Yoder,Miranda Granger,Women's Strawweight,,,,,,,,,,,,,,,
11/14/2020,Sean Strickland,Brendan Allen,Catch Weight,,,,,,,,,,,,,,,
11/14/2020,Cory McKenna,Kay Hansen,Women's Strawweight,,,,,,,,,,,,,,,
11/14/2020,Kanako Murata,Randa Markos,Women's Strawweight,,,,,,,,,,,,,,,
11/14/2020,Tony Gravely,Geraldo de Freitas,Bantamweight,,,,,,,,,,,,,,,
11/14/2020,Alex Morono,Rhys McKee,Welterweight,,,,,,,,,,,,,,,
11/14/2020,Don'Tale Mayes,Roque Martinez,Heavyweight,,,,,,,,,,,,,,,
11/7/2020,Glover Teixeira,Thiago Santos,Light Heavyweight,,,,,,,,,,,,,,,
11/7/2020,Andrei Arlovski,Tanner Boser,Heavyweight,,,,,,,,,,,,,,,
11/7/2020,Raoni Barcelos,Khalid Taha,Bantamweight,,,,,,,,,,,,,,,
11/7/2020,Giga Chikadze,Jamey Simmons,Featherweight,,,,,,,,,,,,,,,
11/7/2020,Yan Xiaonan,Claudia Gadelha,Women's Strawweight,,,,,,,,,,,,,,,
11/7/2020,Trevin Giles,Bevon Lewis,Middleweight,,,,,,,,,,,,,,,
11/7/2020,Alexandr Romanov,Marcos Rogerio de Lima,Heavyweight,,,,,,,,,,,,,,,
11/7/2020,Darren Elkins,Eduardo Garagorri,Featherweight,,,,,,,,,,,,,,,
11/7/2020,Max Griffin,Ramiz Brahimaj,Welterweight,,,,,,,,,,,,,,,
11/7/2020,Gustavo Lopez,Anthony Birchak,Bantamweight,,,,,,,,,,,,,,,
10/31/2020,Uriah Hall,Anderson Silva,Middleweight,,,,,,,,,,,,,,,
10/31/2020,Bryce Mitchell,Andre Fili,Featherweight,,,,,,,,,,,,,,,
10/31/2020,Greg Hardy,Maurice Greene,Heavyweight,,,,,,,,,,,,,,,
10/31/2020,Kevin Holland,Charlie Ontiveros,Middleweight,,,,,,,,,,,,,,,
10/31/2020,Thiago Moises,Bobby Green,Lightweight,,,,,,,,,,,,,,,
10/31/2020,Alexander Hernandez,Chris Gruetzemacher,Lightweight,,,,,,,,,,,,,,,
10/31/2020,Adrian Yanez,Victor Rodriguez,Bantamweight,,,,,,,,,,,,,,,
10/31/2020,Sean Strickland,Jack Marshman,Middleweight,,,,,,,,,,,,,,,
10/31/2020,Jason Witt,Cole Williams,Welterweight,,,,,,,,,,,,,,,
10/31/2020,Dustin Jacoby,Justin Ledet,Light Heavyweight,,,,,,,,,,,,,,,
10/31/2020,Miles Johns,Kevin Natividad,Bantamweight,,,,,,,,,,,,,,,
10/24/2020,Khabib Nurmagomedov,Justin Gaethje,Lightweight,,,,,,,,,,,,,,,
10/24/2020,Robert Whittaker,Jared Cannonier,Middleweight,,,,,,,,,,,,,,,
10/24/2020,Alexander Volkov,Walt Harris,Heavyweight,,,,,,,,,,,,,,,
10/24/2020,Phil Hawes,Jacob Malkoun,Middleweight,,,,,,,,,,,,,,,
10/24/2020,Lauren Murphy,Liliya Shakirova,Women's Flyweight,,,,,,,,,,,,,,,
10/24/2020,Magomed Ankalaev,Ion Cutelaba,Light Heavyweight,,,,,,,,,,,,,,,
10/24/2020,Tai Tuivasa,Stefan Struve,Heavyweight,,,,,,,,,,,,,,,
10/24/2020,Casey Kenney,Nathaniel Wood,Catch Weight,,,,,,,,,,,,,,,
10/24/2020,Shavkat Rakhmonov,Alex Oliveira,Welterweight,,,,,,,,,,,,,,,
10/24/2020,Miranda Maverick,Liana Jojua,Women's Flyweight,,,,,,,,,,,,,,,
10/24/2020,Joel Alvarez,Alexander Yakovlev,Lightweight,,,,,,,,,,,,,,,
10/24/2020,Da Woon Jung,Sam Alvey,Light Heavyweight,,,,,,,,,,,,,,,
10/17/2020,Brian Ortega,Chan Sung Jung,Featherweight,,,,,,,,,,,,,,,
10/17/2020,Jessica Andrade,Katlyn Cerminara,Women's Flyweight,,,,,,,,,,,,,,,
10/17/2020,Jimmy Crute,Modestas Bukauskas,Light Heavyweight,,,,,,,,,,,,,,,
10/17/2020,James Krause,Claudio Silva,Welterweight,,,,,,,,,,,,,,,
10/17/2020,Jonathan Martinez,Thomas Almeida,Featherweight,,,,,,,,,,,,,,,
